星座,No,名前,メインビルドタイプ,類似の名前
rice_ball,003,新田ミル,justice,新田ミル
rice_ball,004,目良緑琉,special,目良緑琉
rice_ball,005,太助,tension,太助
rice_ball,006,御坊研人,rough,御坊研人
rice_ball,007,髪村切斗,justice,髪村切斗
rice_ball,008,朝露音夢,justice,朝露音夢
rice_ball,009,,counter,
rice_ball,010,如月まこ,counter,如月まこ
rice_ball,011,武方努,justice,武方努
rice_ball,012,池尻陽,counter,池尻陽
rice_ball,013,半田下一,justice,半田真一
rice_ball,014,玉川当,tension,玉川当
rice_ball,015,宮城錦,justice,宮城錦
rice_ball,016,有里労人,rough,有里労人
rice_ball,017,町田禄郎,special,町田禄郎
rice_ball,018,西尾信輔,counter,西尾信輔
rice_ball,019,大分温夫,rough,大分温夫
rice_ball,020,阿賀預利,tension,阿賀預利
rice_ball,021,徳川康夫,special,徳川康夫
rice_ball,022,独田歩,special,猫田歩
rice_ball,023,柿川実,justice,柿川実
rice_ball,024,木二輔,rough,粉木夢二
rice_ball,025,釜戸親生,special,釜戸親生
rice_ball,026,,justice,
rice_ball,027,軟野翔太,justice,軟野翔太
rice_ball,028,納屋粘,special,納屋粘
rice_ball,029,江古貴生,bond,江古貴生
rice_ball,030,日田隆太,special,臼田隆太
rice_ball,031,三木俊介,justice,三木俊介
rice_ball,032,小平暖,rough,小平暖
rice_ball,033,特部遂行,counter,特部遂行
rice_ball,034,民山謡,special,民山謡
rice_ball,035,,special,
rice_ball,036,五山送,rough,五山送
rice_ball,037,梅崎健大,bond,梅崎健大
rice_ball,038,志賀金印,counter,志賀金印
rice_ball,039,横路朋久,special,横路朋久
rice_ball,040,石田家臣,bond,石田宏臣
rice_ball,041,雷門夏未,bond,雷門夏未
rice_ball,042,佐々木年秀,counter,佐々木年秀
rice_ball,043,黒崎一問侍,special,黒崎一悶侍
rice_ball,044,上度浜甲子,counter,虎浜甲子
rice_ball,045,通天光里,justice,通天光里
rice_ball,046,松倉真史,special,松倉真史
rice_ball,047,纏根ちひろ,bond,曽根ちひろ
rice_ball,048,須田理人,tension,須田理人
rice_ball,049,,bond,
rice_ball,050,,justice,
rice_ball,051,田代若葉,special,田代若葉
rice_ball,052,芦田美留久,justice,芦田美智久
rice_ball,053,,special,
rice_ball,054,救世切徳,rough,救世功徳
rice_ball,055,横地佳主也,counter,横地佳主也
rice_ball,056,大脇和司,counter,大脇和司
rice_ball,057,増帆志美,rough,塙帆志美
rice_ball,058,寺下新三郎,justice,寺下新三郎
rice_ball,059,福留乙美,bond,福留乙美
rice_ball,060,宮好準放,rough,-
rice_ball,061,明山茂,rough,明山茂
rice_ball,062,石堂修元,special,石堂修光
rice_ball,063,,tension,
rice_ball,064,財方探二,counter,財方探二
rice_ball,065,,special,
rice_ball,066,,justice,
rice_ball,067,桜島黒兵衛,special,桜島黒兵衛
rice_ball,068,代部多恵,special,代部多恵
rice_ball,069,アマラント・ルビーノ,bond,アマラント・ルビーノ
rice_ball,070,シャイン・ピビーチ,justice,シャイン・ビーチ
rice_ball,071,アズロ・ザッフィーレ,justice,アズロ・ザッフィーレ
rice_ball,072,ビート・スマツシュ,rough,ビート・スマッシュ
rice_ball,073,ネツロロ・アーガタ,counter,ネッロ・アーガタ
rice_ball,074,ホン・ドウユン,counter,ホン・ドゥユン
rice_ball,075,ジセメル・ジセヤマドウ,justice,ジャメル・ジャマドゥ
rice_ball,076,ラジセヤブプブ・イスマイール,special,ラジャブ・イスマイール
rice_ball,077,シュリー・フリンストン,bond,シュリー・プリンストン
rice_ball,078,ビリー・ラビッツド,special,ビリー・ラピッド
rice_ball,079,デイエゴ・ゴオロ,counter,ディエゴ・オロ
rice_ball,080,ジャンルカカ・ザナルディ,counter,ジャンルカ・ザナルディ
rice_ball,081,テツド・プライアン,rough,テッド・ブライアン
rice_ball,082,フォルミガガガ・フワレメンス,rough,フォルミガ・クレメンス
rice_ball,083,マロン・イアン,rough,マロン・イアン
rice_ball,084,ヘッツジホッグ,rough,ヘッジホッグ
rice_ball,085,ユーム・リンジー,rough,ユーム・リンジー
rice_ball,086,狭野焦一,special,狭野焦一
rice_ball,087,一畑幸寿,counter,一畑幸寿
rice_ball,088,,bond,
rice_ball,089,紋別閉編,special,紋別翔紘
rice_ball,090,エメエル,counter,エヌエル
rice_ball,091,テンバ・セベング,bond,テンバ・セペング
rice_ball,092,重根泡勢太,special,重根泡勢太
rice_ball,093,ムゾングゲ・レドワ人バル,justice,ムゾンゲ・レドワバ
rice_ball,094,志磨奈恵美,special,志磨奈恵美
rice_ball,095,玄間嬢子,special,玄間嬢子
rice_ball,096,法界葉香奈,rough,法界葉香奈
rice_ball,097,,special,
rice_ball,098,一柳菊渡,special,一柳菊渡
rice_ball,099,呪念一,justice,呪念一
rice_ball,100,陸野俊兵,bond,陸野俊兵
rice_ball,101,水井流演,bond,氷井流演
rice_ball,102,填井中,justice,唐井中
rice_ball,103,恋浦初,counter,恋浦初
rice_ball,104,麻生暮人,counter,麻生暮人
rice_ball,105,小鳩宏夫,justice,小鳩宏夫
rice_ball,106,桶川之守,justice,桶川之守
rice_ball,107,湖沼枠,counter,湖沼枠
rice_ball,108,島丸竹千代,counter,烏丸竹千代
rice_ball,109,島丸竹千代,counter,烏丸竹千代
rice_ball,110,河合三ミ,counter,河合ミミ
rice_ball,111,大田軒楽美,special,大田貫楽美
rice_ball,112,,special,
rice_ball,113,小戸炉理沙,rough,小戸炉理沙
rice_ball,114,渡買修司,rough,渡貫修司
rice_ball,115,里梨杏寿,counter,里梨杏寿
rice_ball,116,銃二本持子,justice,銃二丁持子
rice_ball,117,棚葉愛理,special,萌葉愛香
rice_ball,118,農絵博了世,tension,-
rice_ball,119,馬頂植月,justice,馬柘植月
rice_ball,120,衣付数虎,tension,衣付数虎
rice_ball,121,仁族村桶家,special,仁詫村桶家
rice_ball,122,勅使河原罰恵,rough,勅使河原智恵
rice_ball,123,富頼,tension,鎖富頼
rice_ball,124,仰木田松,tension,仰木田桧
rice_ball,125,門久主税,counter,門久主税
rice_ball,126,日水久里却,counter,白水久里霧
rice_ball,127,巴ビート,tension,巴ビート
rice_ball,128,麻日宙,special,麻臼宙
rice_ball,129,膨田まりも,special,膨田まりも
rice_ball,130,狂湖ララ,bond,舛湖ララ
rice_ball,131,狂湖リリ,counter,舛湖リリ
rice_ball,132,若麻田花梨,tension,若麻田花梨
rice_ball,133,丸井たま,bond,丸井たま
rice_ball,134,松村博伸,tension,松村博伸
rice_ball,135,布嵐路矢,justice,布嵐路矢
rice_ball,136,湯角用兵,rough,獣塚用兵
rice_ball,137,佐渡縮里子,special,佐渡繪里子
rice_ball,138,伊達駒砂,tension,伊達駒砂
rice_ball,139,日丸団,justice,日丸団
rice_ball,140,円財ミツオ,rough,円翠ミツオ
rice_ball,141,本山元,special,本山元
rice_ball,142,填古鮮屋,counter,唐古鮮屋
rice_ball,143,田置条矢,justice,田貫森矢
rice_ball,144,作佐小志朗,tension,作佐小志朗
rice_ball,145,白木ビート,justice,白木ピート
rice_ball,146,黒石ビーダ,bond,黒石ピータ
rice_ball,147,白木ペースケ,counter,白木ペースケ
rice_ball,148,稲坦礼亜,justice,稲垣礼亜
rice_ball,149,木下藤吉郎,special,木下藤吉郎
rice_ball,150,カンナ・モツテルモン,special,カンナ・モッテルモン
rice_ball,151,円堂夏未,special,円堂夏未
rice_ball,152,前田利家,special,前田利家
rice_ball,153,チツカカ,special,チッカ
rice_ball,154,エニモ,special,エニモ
rice_ball,155,ミド,special,ミド
rice_ball,156,ビノ,counter,マビ
rice_ball,157,オルモローネ・イツシ,rough,オルモローネ・イッシ
rice_ball,158,石原海紐殆,rough,石原海紺兎
rice_ball,159,オルモローネ・イツシ,rough,オルモローネ・イッシ
rice_ball,160,メイ・フェエアリー,justice,メイ・フェアリー
rice_ball,161,風来歩馬,special,風来歩馬
rice_ball,162,アーク・スコッチエッグ,special,アーク・スコッチエッグ
rice_ball,163,ルツシュ・シルヴァン,tension,ハッシュ・シルヴァン
rice_ball,164,ルツシュ・シルヴァン,tension,ハッシュ・シルヴァン
rice_ball,165,戸望初幸,counter,戸望初幸
rice_ball,166,保平歩,justice,保平歩
rice_ball,167,八トリー・アンブロシア,special,-
rice_ball,168,波多江しすずすな,counter,波多江しずな
school,001,苑天培士,special,梵天哲士
school,002,氷上烈斗,tension,氷上烈斗
school,003,門間省吾,rough,門間省吾
school,004,セルヒビオ・ベレス,special,セルヒオ・ペレス
school,005,敦賀望,rough,敦賀望
school,006,国木田俳人,counter,国木田俳人
school,007,立野誠一,tension,立野誠一
school,008,衛士辰也,justice,衛士展也
school,009,外屋也三郎,bond,鉢屋也三郎
school,010,線路鉄奴,rough,線路鉄雄
school,011,木内努,special,木内努
school,012,八募財,counter,-
school,013,黒上呪,bond,黒上呪
school,014,東昇,justice,東昇
school,015,伊能中,bond,伊能忠
school,016,津曲勉,rough,津曲勉
school,017,横浜英二,bond,横浜英二
school,018,明智光,counter,明智光
school,019,間宮林三,bond,間宮林三
school,020,金沢努,special,金沢努
school,021,床尾款次,rough,床尾宗次
school,022,二宮金次,counter,二宮金次
school,023,畳田和夫,special,畳田和夫
school,024,宮崎大陽,counter,宮崎太陽
school,025,由馬プレイ,counter,由馬グレイ
school,026,長門司,tension,長門司
school,027,派鈴解斗,rough,派鶴解斗
school,028,菊好一休,bond,菊丸一休
school,029,上杉講吾,rough,上杉謙吾
school,030,川崎大志郎,tension,川崎大志郎
school,031,安功守之,counter,安功守之
school,032,辰己検,counter,辰己検
school,033,文殊紀一,special,文殊紀一
school,034,杉山拘次郎,rough,杉山敬次郎
school,035,柚原努,tension,榊原努
school,036,化野実,special,化野実
school,037,仲泉遊,special,仲泉遊
school,038,小林操,rough,小林操
school,039,生田字郎,justice,生田字郎
school,040,貯田養士,counter,栄田養士
school,041,姫宮雅美,tension,姫宮雅美
school,042,島根神,justice,島根神
school,043,,tension,
school,044,訳内英樹,special,訳嶋英樹
school,045,古式博山,justice,古式博嗣
school,046,名拓夢,bond,名鏡拓夢
school,047,古屋延,counter,古屋延
school,048,定岡堅,tension,定岡堅
school,049,石原高史,rough,石原高史
school,050,大江戸結,special,大江戸結
school,051,京都修一,justice,京都倭一
school,052,小池磁,special,小池暦
school,053,,tension,
school,054,外山大樹,special,外山大樹
school,055,学舎一筋,counter,学舎一筋
school,056,五軍学,counter,五重学
school,057,五入武揚,special,五稜武揚
school,058,上条時生,tension,上条時生
school,059,寺野星也,tension,雪野星也
school,060,西谷研二,tension,西谷研二
school,061,中館ヒロ,bond,中館ヒロ
school,062,浅水祥次,special,浅水祥次
school,063,喜屋武梨花,counter,喜屋武梨花
school,064,赤渕拘次郎,tension,赤渕敬次郎
school,065,奥泉平,tension,奥泉平
school,066,須和文章,counter,須和文章
school,067,大月修作,bond,大月修作
school,068,祖母井博実,bond,祖母井博実
school,069,正津弘也,counter,正津弘也
school,070,石毛良仁,special,石毛良仁
school,071,中里責,tension,中里貴
school,072,持刀光四郎,justice,持丸光四郎
school,073,門岡秀司,tension,門岡秀悟
school,074,河高的作,tension,河高敬作
school,075,日本由香里,rough,臼木由香里
school,076,輪島俊則,special,輪島俊則
school,077,古市猛斗,special,古市猛斗
school,078,谷木詩介,rough,谷木圭介
school,079,貝塚桂次,rough,貝塚桂次
school,080,飯谷泰司,tension,飯谷泰司
school,081,益川弥瑞生,counter,益川弥瑞生
school,082,佐竹正二,counter,佐竹正二
school,083,足立悦雑,tension,足立悦雄
school,084,クラーク・ケイン,rough,クラーク・ケイン
school,085,連台文款,special,蓮台文宗
school,086,ベーター・ニムケ,counter,ペーター・ニムケ
school,087,グラージシセ,bond,グラーシャ
school,088,ミケル・ベレイロロ,bond,ミケル・ペレイロ
school,089,ルーカカ・シュミット,special,ルーカ・シュミット
school,090,アンドレ・バンゾ,counter,アンドレ・パンゾ
school,091,ケラルド・ナルル,special,ケラルド・ナバル
school,092,スライ・スライマーン,counter,スライ・スライマーン
school,093,デービッツド・バッッキンガム,counter,デービッド・バッキンガム
school,094,凌拓夢,special,菱拓夢
school,095,小御門結理,tension,小御門結理
school,096,男衝徳,counter,-
school,097,組石京介,rough,細石京介
school,098,菩田子休,special,荘田子休
school,099,安富文章,counter,安富文章
school,100,造肌郁海,justice,造船郁海
school,101,諸丘孔明,special,諸丘孔明
school,102,銀杯癌央,justice,銀杯尚央
school,103,安宅樹希,rough,安宅樹希
school,104,識名波門,justice,識名波門
school,105,天生康沖,special,天穂康沖
school,106,塩釜勇造,special,塩釜勇造
school,107,志賀海邦花,rough,志賀海邦花
school,108,宇倍赴明,justice,宇倍寛明
school,109,大覚夜市,rough,大覚夜市
school,110,丸目礼統,special,丸目礼紘
school,111,須佐史杏,counter,須佐史杏
school,112,法師三蔵,tension,法師三蔵
school,113,海図導,counter,海図導
school,114,論具朋和,bond,論具船和
school,115,須磨力之介,justice,須磨力之介
school,116,水病佐多流,rough,水瓶佐多流
school,117,五色潤,counter,五色潤
school,118,宇杏多邦陽,rough,宇喜多邦陽
school,119,王鹿角,counter,王鹿角
school,120,河宮幸多,counter,河宮幸多
school,121,折尾三保志,rough,折尾三保志
school,122,宇美岸燕太郎,rough,宇美岸燕太郎
school,123,本多大蔵,bond,本多大蔵
school,124,江府一,justice,江府一
school,125,青山俊介,tension,青山俊介
school,126,樹田木達,bond,樹田木蓮
school,127,芦矢昇,tension,芦矢昇
school,128,茅原恵罰,counter,茅原恵智
school,129,分流陸陽,special,分流陰陽
school,130,久寺仁大,bond,久仁統
school,131,四乃又晴海,counter,四乃又晴海
school,132,波玖佳一,tension,波玖佳一
school,133,阿省盟夫,counter,阿笘勇夫
school,134,砂領高兵,justice,砂嶺高兵
school,135,台家敏男,special,台家敏男
school,136,前島衛子,bond,前島衛子
school,137,鶴坂成隆,special,鶴坂成隆
school,138,原洞受信,special,原洞受信
school,139,大火久仁津,rough,犬火久仁津
school,140,科額修,tension,科額修
school,141,千斗瑠辞,rough,千斗瑠偉
school,142,小河波一茶,special,小河波一茶
school,143,質上蒼,counter,質上蒼
school,144,磯切凌十,bond,磯切着十
school,145,叔良純,bond,魅良純
school,146,墨戸今日子,tension,黒戸今日子
school,147,正村款江,special,正村宗江
school,148,ニスタダ,justice,ミスタ
school,149,良家山胡,justice,良家過胡
school,150,山目詩奴,bond,山目幸雄
school,151,ライナ・ホウ,bond,ライナ・ホウ
school,152,元部喝力コ,counter,元部鳴カコ
school,153,,counter,
school,154,エエリック・エンドルフィン,rough,エリック・エンドルフィン
school,155,ナージエ,special,ナージェ
school,156,メイア,justice,メイア
school,157,ギリス,tension,ギリス
school,158,六格田常世,counter,六呂田常世
school,159,7々閑絵麻,justice,乃々森絵麻
school,160,証楽門果,special,証条閃果
school,161,,rough,
special_trainning_notes,001,五楽勝,bond,五条勝
special_trainning_notes,002,位家路主,bond,位家路主
special_trainning_notes,003,安室埋生,special,安室幹生
special_trainning_notes,004,フランツ・フジョヨル,counter,フランツ・プジョル
special_trainning_notes,005,牛島誠次,tension,牛島誠次
special_trainning_notes,006,風丸一郎太,justice,風丸一郎太
special_trainning_notes,007,熱斗探李,counter,熱斗探李
special_trainning_notes,008,星田達士,counter,酒田達士
special_trainning_notes,009,女川映日,justice,女川映日
special_trainning_notes,010,小塚勇介,tension,小塚勇介
special_trainning_notes,011,英山海人,justice,英山海人
special_trainning_notes,012,座敷童,special,座敷童
special_trainning_notes,013,日々原納,special,日々原納
special_trainning_notes,014,友島塵二,tension,灰島啓二
special_trainning_notes,015,空野ルイ,rough,空野ルイ
special_trainning_notes,016,下川原香,tension,下川原卓
special_trainning_notes,017,境喝走市,justice,遠鳴走市
special_trainning_notes,018,ジジ・ブラージ,tension,ジジ・ブラージ
special_trainning_notes,019,アビゴール,rough,アビゴール
special_trainning_notes,020,牧里水樹,tension,牧里水樹
special_trainning_notes,021,歩須藤一,rough,歩須藤一
special_trainning_notes,022,金石剛助,counter,金石剛助
special_trainning_notes,023,昔野折波,counter,昔野折波
special_trainning_notes,024,ゴウズ,justice,ゴウズ
special_trainning_notes,025,小萌姫,special,小喬姫
special_trainning_notes,026,寺田涼,tension,寺田涼
special_trainning_notes,027,人バンナ,rough,バンナ
special_trainning_notes,028,,counter,
special_trainning_notes,029,条の林平,special,徐静林平
special_trainning_notes,030,,special,
special_trainning_notes,031,示条秀年,bond,宗森秀年
special_trainning_notes,032,ベリアル,special,ベリアル
special_trainning_notes,033,ベント・ガリアーノ,justice,ベント・ガリアーノ
special_trainning_notes,034,文月育緒,rough,文月育緒
special_trainning_notes,035,久遠冬花,counter,久遠冬花
special_trainning_notes,036,,justice,
special_trainning_notes,037,守要,rough,守久要
special_trainning_notes,038,鳩山永人,counter,鳩山永人
special_trainning_notes,039,貼野哲郎,rough,貼野哲郎
special_trainning_notes,040,北坦亮太,rough,北垣亮太
special_trainning_notes,041,筆山トメ,special,筆山トメ
special_trainning_notes,042,,rough,
special_trainning_notes,043,百地三太,bond,百地三太
special_trainning_notes,044,荒井川熊巳,justice,荒井川熊巳
special_trainning_notes,045,4ョ合回,justice,-
special_trainning_notes,046,杉閑息,counter,-
special_trainning_notes,047,万丈一道,justice,万丈一道
special_trainning_notes,048,高坂仁,justice,高坂仁
special_trainning_notes,049,眉望正憲,tension,段堂正憲
special_trainning_notes,050,症島拘,tension,-
special_trainning_notes,051,蝶野下宇,bond,蝶野真宇
special_trainning_notes,052,家矢針次,justice,綿矢針次
special_trainning_notes,053,吹越一徳,special,吹越一徳
special_trainning_notes,054,院野閉大,rough,吉野大
special_trainning_notes,055,委越易之,bond,森越易之
special_trainning_notes,056,福見観邑,special,福見観邑
special_trainning_notes,057,八上ルファン・ジブリール,rough,ハルファン・ジブリール
special_trainning_notes,058,バーグレ・アントニオ,counter,バーグレ・アントニオ
special_trainning_notes,059,伊矢部敏志,bond,伊矢部敏志
special_trainning_notes,060,前島信太郎,counter,前鳥信太郎
special_trainning_notes,061,,justice,
special_trainning_notes,062,,bond,
special_trainning_notes,063,八ハスス,counter,ハムス
special_trainning_notes,064,監獄岩家,rough,監獄岩家
special_trainning_notes,065,杵月待路,counter,杵月待路
special_trainning_notes,066,ベリー・カカーベンター,rough,ベリー・カーペンター
special_trainning_notes,067,ウッズ,justice,ウッズ
special_trainning_notes,068,,rough,
special_trainning_notes,069,許巻世,justice,-
special_trainning_notes,070,宮解,bond,藻宮解
special_trainning_notes,071,手水研二,special,手水研二
special_trainning_notes,072,野辺沢領汰,counter,野辺沢領汰
special_trainning_notes,073,ファン・ウミャセン,bond,ファン・ウミャン
special_trainning_notes,074,スバイダー,special,スパイダー
special_trainning_notes,075,加治間水達,justice,加治間水蓮
special_trainning_notes,076,親泊永星,tension,親泊永星
special_trainning_notes,077,鉄山悪作,bond,鉄山啓作
special_trainning_notes,078,福島初志,rough,福島初志
special_trainning_notes,079,陽炎千晶,special,陽炎千晶
special_trainning_notes,080,有海直央,rough,有海直央
special_trainning_notes,081,石井清気,bond,石井清気
special_trainning_notes,082,巨島祐一,tension,巨島祐一
special_trainning_notes,083,城戸弥門,bond,城戸弥門
special_trainning_notes,084,弘山誘,special,弘山誘
special_trainning_notes,085,,justice,
special_trainning_notes,086,稲田則,rough,稲田則
special_trainning_notes,087,錠十三,rough,鉈十三
special_trainning_notes,088,訂沢和憲,justice,芹沢和憲
special_trainning_notes,089,阿保露光,justice,阿保露光
special_trainning_notes,090,高杉晋太郎,bond,高杉晋太郎
special_trainning_notes,091,姫島極,justice,姫島極
special_trainning_notes,092,加賀裕太,tension,加賀裕太
special_trainning_notes,093,伯林独,justice,伯林独
special_trainning_notes,094,本舟水墨,rough,雪舟水墨
special_trainning_notes,095,中尾祇晶,tension,中尾祇晶
special_trainning_notes,096,コ・ソフンファン,justice,コ・ソンファン
special_trainning_notes,097,中登邦三,special,中登邦三
special_trainning_notes,098,八ビヨン,bond,ビヨン・カイル
special_trainning_notes,099,佐吉幸夫,rough,佐喜幸夫
special_trainning_notes,100,,special,
special_trainning_notes,101,中崎十,bond,中崎庸
special_trainning_notes,102,弾打推進,special,弾打推進
special_trainning_notes,103,,bond,
special_trainning_notes,104,久遠冬花,counter,久遠冬花
special_trainning_notes,105,宝禄礼無,bond,宝禄礼無
special_trainning_notes,106,矢嶋陽介,special,矢嶋陽介
special_trainning_notes,107,マツチヨス,tension,マッチョス
special_trainning_notes,108,権田岩子,bond,権田岩子
special_trainning_notes,109,膝木立識,justice,藤木立彦
special_trainning_notes,110,皆機戸富威,special,皆機戸富威
special_trainning_notes,111,浦石常興,rough,蒲石常興
special_trainning_notes,112,ジョヨニー・ガスコイン,tension,ジョニー・ガスコイン
special_trainning_notes,113,ラッツジ・バアラ,rough,ラッジ・パアラ
special_trainning_notes,114,谷之清和記,special,谷之浦和彦
special_trainning_notes,115,桂菊生,rough,桂菊生
special_trainning_notes,116,古川友,rough,古川友
special_trainning_notes,117,男操后,special,-
special_trainning_notes,118,末野紅,rough,末野紅
special_trainning_notes,119,,bond,
special_trainning_notes,120,手鯉激,bond,手魚激
special_trainning_notes,121,向山恭吾,justice,向山恭吾
special_trainning_notes,122,大飼茂拓,bond,大鉄茂
special_trainning_notes,123,,justice,
special_trainning_notes,124,頁下之,tension,-
special_trainning_notes,125,柳田しげける,bond,柳田しげる
special_trainning_notes,126,水淵無,justice,水淵無
special_trainning_notes,127,黒野時夫,special,黒野時夫
special_trainning_notes,128,福井咲平,tension,福井咲平
special_trainning_notes,129,堤広司,special,堤広司
special_trainning_notes,130,土方歳,justice,土方歳
special_trainning_notes,131,,special,
special_trainning_notes,132,勝又一輝,special,勝又一輝
special_trainning_notes,133,沖縄清志,rough,沖縄清志
special_trainning_notes,134,容本昭二,special,羅本昭二
special_trainning_notes,135,世田妙美,justice,世田妙美
special_trainning_notes,136,トルステン・ベベルガー,counter,トルステン・ベルガー
special_trainning_notes,137,エルナン・テベス,rough,エルナン・テベス
special_trainning_notes,138,膝田純友,rough,藤田純友
special_trainning_notes,139,邦口左近,special,邦口左近
special_trainning_notes,140,畑野小道,counter,楓野小道
special_trainning_notes,141,ストロウ,special,ストロウ
special_trainning_notes,142,軽部目貞,rough,軽部目貞
special_trainning_notes,143,神永アイ,tension,神永アイ
special_trainning_notes,144,宝禄礼無,bond,宝禄礼無
special_trainning_notes,145,氏木神酒丸,tension,氏木神酒丸
special_trainning_notes,146,オードリー・コーエン,tension,オードリー・コーエン
special_trainning_notes,147,麻党ジヤン,tension,麻竺ジャン
special_trainning_notes,148,大水群二洋,counter,大水群二洋
special_trainning_notes,149,朽田紅十郎,special,朽田紅十郎
special_trainning_notes,150,山本勘太,counter,山本勘太
special_trainning_notes,151,アスカカ・ドモン,tension,アスカ・ドモン
special_trainning_notes,152,八イフンリヒビ・フリロリロッツ,justice,ハインリヒ・フリッツ
special_trainning_notes,153,鹿毛姫呪理,counter,鹿毛姫呪理
special_trainning_notes,154,美球文奴,tension,美球丈雄
special_trainning_notes,155,山内兼久,counter,山内兼久
special_trainning_notes,156,建森逐,tension,建森解
special_trainning_notes,157,神野司,rough,神野啓司
special_trainning_notes,158,矢地伊久夫,bond,矢地伊久夫
special_trainning_notes,159,石崎満,tension,石崎満
special_trainning_notes,160,冨士地洋,rough,富士地洋
special_trainning_notes,161,示像大閉,justice,宗像大翔
special_trainning_notes,162,声模大,counter,声模索太
special_trainning_notes,163,住拓人,bond,魚住拓人
spike_shoes,001,中間赴,rough,中間庸
spike_shoes,002,誠和田宗,rough,岸和田祭
spike_shoes,003,テイグレ・メンデス,bond,ティグレ・メンデス
spike_shoes,004,アリカ,bond,アリカ
spike_shoes,005,ガンマ,rough,ガンマ
spike_shoes,006,根上大地,bond,根上大地
spike_shoes,007,寺坂響,bond,寺坂響
spike_shoes,008,輝川一馬,rough,滝川一馬
spike_shoes,009,水前寺馳威大,rough,水前寺馳威太
spike_shoes,010,都築静,tension,都築静
spike_shoes,011,香芽レオン,special,香芽レオン
spike_shoes,012,木乃伊魔美,tension,木乃伊魔美
spike_shoes,013,人人形幻,rough,人形幻
spike_shoes,014,小手川練,rough,小手川練
spike_shoes,015,茶木椎斗,tension,茶木椎斗
spike_shoes,016,世良一期,rough,世良一期
spike_shoes,017,六甲碑,bond,六甲嵐
spike_shoes,018,,rough,
spike_shoes,019,北原幸一,special,北原幸一
spike_shoes,020,殺野完太,special,霞野迅太
spike_shoes,021,中園康文,rough,中園康文
spike_shoes,022,花山造,special,花山造
spike_shoes,023,七瀬昭治,counter,七瀬昭治
spike_shoes,024,宮坂了,tension,宮坂了
spike_shoes,025,宇那木養,special,宇那木養
spike_shoes,026,,counter,
spike_shoes,027,,special,
spike_shoes,028,園田三保,counter,園田三保
spike_shoes,029,国立梅三郎,rough,国立梅三郎
spike_shoes,030,豊臣秀紀,counter,豊臣秀紀
spike_shoes,031,山村明,bond,山村明
spike_shoes,032,観葉植,rough,観葉植
spike_shoes,033,水仙稼量,special,水仙稔基
spike_shoes,034,責場恋次,special,南場恋次
spike_shoes,035,小泉涼,counter,小泉涼
spike_shoes,036,川野めだか,special,川野めだか
spike_shoes,037,中間十,tension,中間庸
spike_shoes,038,埼玉礼央,tension,埼玉礼央
spike_shoes,039,浮島一人,justice,浮島一人
spike_shoes,040,委田英奴,counter,森田英雄
spike_shoes,041,,special,
spike_shoes,042,今井扶拘,counter,今井扶樹
spike_shoes,043,膝村刃,rough,藤村刃
spike_shoes,044,大丹羽般土,special,大丹羽魁士
spike_shoes,045,古文次元,tension,古文次元
spike_shoes,046,地平広大,counter,地平広大
spike_shoes,047,定良保,rough,定良保
spike_shoes,048,秋元時,counter,秋元聖
spike_shoes,049,浪川花子,rough,浪川花子
spike_shoes,050,粟野夢加,tension,粟野夢加
spike_shoes,051,貞杉琴,tension,真杉琴羽
spike_shoes,052,見城彩希,special,見城彩希
spike_shoes,053,朝久保旬育,tension,朝久保允彦
spike_shoes,054,道原小夜,special,道原小夜
spike_shoes,055,真中成一,rough,真中成一
spike_shoes,056,三輪星妃,special,三輪星妃
spike_shoes,057,日笠和希,counter,日笠和希
spike_shoes,058,八十島音彩,justice,八十島音彩
spike_shoes,059,船島統通,tension,船島紘通
spike_shoes,060,浅井博視,counter,浅井博視
spike_shoes,061,三潮芽理衣,tension,三瀬芽理衣
spike_shoes,062,本郷久美,tension,本郷久美
spike_shoes,063,組見咲枝里,rough,細見咲枝里
spike_shoes,064,ユスフ・ムハムハルデイ,rough,ユスフ・ムハディ
spike_shoes,065,宇都宮虎丸,counter,宇都宮虎丸
spike_shoes,066,涼野風介,rough,涼野風介
spike_shoes,067,セイド・アルマンド,counter,セイド・アルマンド
spike_shoes,068,ニック・ウッッドゲート,counter,ニック・ウッドゲート
spike_shoes,069,イ・チヨンユン,special,イ・チョンユン
spike_shoes,070,マキシ・グフウ,counter,サカマキ・トグロウ
spike_shoes,071,ローラン・ベレク,counter,ローラン・ペレク
spike_shoes,072,オウル,special,オウル
spike_shoes,073,ウインデイィイ・ファスタダ,justice,ウィンディ・ファスタ
spike_shoes,074,アレサンドロ・ロッサ,rough,アレサンドロ・ロッサ
spike_shoes,075,ポルポレタダ・バルポボッサ,bond,ボルボレタ・バルボッサ
spike_shoes,076,八プロ・カスティーヨ,rough,パブロ・カスティーヨ
spike_shoes,077,ダビ・ベロキ,bond,ダビ・ペロキ
spike_shoes,078,ビオレテ・アメティスタ,special,ビオレテ・アメティスタ
spike_shoes,079,小財次婦,counter,-
spike_shoes,080,ヨナス・ホラッググ,tension,ヨナス・ポラック
spike_shoes,081,室生由市,special,室生由市
spike_shoes,082,速星常彰,rough,速星常彰
spike_shoes,083,青剃頼也,special,青剃頼也
spike_shoes,084,,tension,
spike_shoes,085,天野快司,rough,天野快司
spike_shoes,086,白幽演,counter,白幽漂
spike_shoes,087,礼則典人,special,倉間典人
