星座,No,名前,メインビルドタイプ
キャラバン座,106,田所 智徳,テンション
キャラバン座,107,透川 隆人,キズナ
キャラバン座,108,高江 万里夢,正義
ジャッジ座,1,柳 光男,正義
ジャッジ座,2,屋形 直人,正義
ジャッジ座,3,九里山 博士,正義
ジャッジ座,4,ジル・ド・レ,正義
ジャッジ座,5,久遠 道也,正義
ジャッジ座,6,富良野 紫苑,正義
ジャッジ座,7,月光 満,正義
ジャッジ座,8,定規 頑,正義
ジャッジ座,9,桑形 刃,正義
ジャッジ座,10,道場 亮治,正義
ジャッジ座,11,玄武 冬樹,正義
ジャッジ座,12,花岡 強,正義
ジャッジ座,13,大鯉 昇,正義
ジャッジ座,14,鷹桐 凱,正義
ジャッジ座,15,鴨川 武一,正義
ジャッジ座,16,大和 進,正義
ジャッジ座,17,塗壁 保,正義
ジャッジ座,18,大垣 純章,正義
ジャッジ座,19,山形 信洋,正義
ジャッジ座,20,細江 茂志,正義
ジャッジ座,21,波村 豊,正義
ジャッジ座,22,北雄 石英,正義
ジャッジ座,23,尾浦 玲歩,正義
ジャッジ座,24,札名 聡,正義
ジャッジ座,25,眠井 俊郎,正義
ジャッジ座,26,髪切 徹也,正義
ジャッジ座,27,飛龍 仁,正義
ジャッジ座,28,水原 弘也,正義
ジャッジ座,29,灰谷 直,正義
ジャッジ座,30,松岡 晋也,正義
ジャッジ座,31,草下 元樹,正義
ジャッジ座,32,藍染 郁次,正義
ジャッジ座,33,鴉山 天,正義
ジャッジ座,34,流衣 洗,正義
ジャッジ座,35,赤鯛 誠史,正義
ジャッジ座,36,坂下 雅功,正義
ジャッジ座,37,浦田 聡,正義
ジャッジ座,38,魚籠 卓,正義
ジャッジ座,39,須田 揚,正義
ジャッジ座,40,下円 寸,正義
ジャッジ座,41,若井 哲平,正義
ジャッジ座,42,渡辺 映宏,正義
ジャッジ座,43,堅山 真,正義
ジャッジ座,44,真爪 雅彦,正義
ジャッジ座,45,碇 頑五郎,正義
ジャッジ座,46,小川 孝太郎,正義
ジャッジ座,47,備流田 光一,正義
ジャッジ座,48,菅田 厳,正義
ジャッジ座,49,宝玉 光,正義
ジャッジ座,50,電受 集,テンション
ジャッジ座,51,玄界 波人,正義
ジャッジ座,52,総本 号,正義
ジャッジ座,53,親富 孝,正義
ジャッジ座,54,矢木 尚史,正義
ジャッジ座,55,神部 貴,正義
ジャッジ座,56,尾威 主人,正義
ジャッジ座,57,星原 月海,正義
ジャッジ座,58,野口 学人,正義
ジャッジ座,59,浅野 色葉,正義
ジャッジ座,60,砂子 律夫,正義
ジャッジ座,61,丸尾 愛葉,正義
ジャッジ座,62,染宮 月香,正義
ジャッジ座,63,向井 秀司,正義
ジャッジ座,64,芳国 政一,正義
ジャッジ座,65,江波 静恵,正義
ジャッジ座,66,田口 吉穂,正義
ジャッジ座,67,桃河 愛,正義
ジャッジ座,68,粟生 林檎,正義
ジャッジ座,69,東条 宰,正義
ジャッジ座,70,ガビアル,正義
ジャッジ座,71,ドラゴ・ヒル,正義
ジャッジ座,72,ベルディオ・ズメラルド,正義
ジャッジ座,73,バファロ,正義
ジャッジ座,74,アデル・シディク,正義
ジャッジ座,75,エッジ・リッパー,正義
ジャッジ座,76,ジーン・ベイカー,正義
ジャッジ座,77,マット・アングル,正義
ジャッジ座,78,アントニオ・ガリウス,正義
ジャッジ座,79,ロニー・ワイス,正義
ジャッジ座,80,ナタル・ツォラ,正義
ジャッジ座,81,神代 裕詩朗,正義
ジャッジ座,82,筒帽 禿,正義
ジャッジ座,83,属性賀 組織,正義
ジャッジ座,84,網場 衣夜,正義
ジャッジ座,85,柴木 激斗,正義
ジャッジ座,86,武登美 清夫,正義
ジャッジ座,87,老尾 明宗,正義
ジャッジ座,88,南沢 篤志,正義
ジャッジ座,89,宗佐 住起,正義
ジャッジ座,90,沖宮 敬乃,正義
ジャッジ座,91,伊奈波 常刻,正義
ジャッジ座,92,火流 将丸,正義
ジャッジ座,93,逆崎 無限,正義
ジャッジ座,94,凪沢 渚,正義
ジャッジ座,95,井伊谷 茂惇,正義
ジャッジ座,96,石 岩次郎,ラフプレー
ジャッジ座,97,取行 麻也,正義
ジャッジ座,98,大磯川 太郎,正義
ジャッジ座,99,路野 進,正義
ジャッジ座,100,笹山 滝,正義
ジャッジ座,101,和伊田 圭,正義
ジャッジ座,102,火北 幸四郎,正義
ジャッジ座,103,伊鈴 勲,正義
ジャッジ座,104,珊海 瑚礁,正義
ジャッジ座,105,大田原 邦生,正義
ジャッジ座,106,園日 英智美,正義
ジャッジ座,107,神村 島,正義
ジャッジ座,108,粟生 仁太郎,正義
ジャッジ座,109,風乃園 清羅香,正義
ジャッジ座,110,駒輔 史,正義
ジャッジ座,111,新東 京,正義
ジャッジ座,112,動山 不美,正義
ジャッジ座,113,兜坂 テル,正義
ジャッジ座,114,雷轟 ガラゴ,正義
ジャッジ座,115,キャプテンジェイ,正義
ジャッジ座,116,成見 転太,正義
ジャッジ座,117,須久 乱童,正義
ジャッジ座,118,曹 操,正義
ジャッジ座,119,エスカ・バメル,ラフプレー
ジャッジ座,120,新鮮 太助,正義
ジャッジ座,121,白木 パンタ,キズナ
ジャッジ座,122,大鳥 星矢,正義
ジャッジ座,123,磊落 護狼,正義
ジャッジ座,124,比良 平成,正義
ジャッジ座,125,ジーニー,正義
ジャッジ座,126,ガウラ,正義
ジャッジ座,127,ラウ・セム,正義
ジャッジ座,128,ハンニス,正義
ジャッジ座,129,ニー・ベル,正義
ジャッジ座,130,バド・アッド,正義
ジャッジ座,131,ジプス,正義
ジャッジ座,132,真武居 剛人,キズナ
ジャッジ座,133,マドル,正義
ジャッジ座,134,音無 春奈,正義
ジャッジ座,135,近藤 勇,カウンター
ジャッジ座,136,サリュー・エヴァン,必殺
ジャッジ座,137,円堂 守,正義
ジャッジ座,138,カズチ,キズナ
ジャッジ座,139,オム,正義
ジャッジ座,140,クラッチ,正義
ジャッジ座,141,ノルマンド,正義
ジャッジ座,142,カウ・アロア,正義
ジャッジ座,143,黒木 善三,正義
ジャッジ座,144,シンク・ログラム,正義
ジャッジ座,145,陣内 伍兵,正義
ジャッジ座,146,黒原 玲文,正義
ジャッジ座,147,南尾 修人,正義
ジャッジ座,148,村地 神乃介,正義
ジャッジ座,149,ジューン・デビッドソン,正義
ジャッジ座,150,魅園 霊奈,正義
ジャッジ座,151,白百合 咲羽,正義
ジャッジ座,152,花丸屋 数,正義
ジャッジ座,153,布袋 大綱,正義
ジャッジ座,154,五重寺 愛花,正義
ジャッジ座,155,寺路 進未,正義
ジャッジ座,156,渦守 うずめ,正義
ジャッジ座,157,スクワート・スワン,正義
ジャッジ座,158,下間 憲正,正義
ジャッジ座,159,アニキ,正義
ジャッジ座,160,浅葱 有翔,正義
ジャッジ座,161,ダニエル・スタービン,ラフプレー
ジャッジ座,162,二階堂 修吾,正義
ジャッジ座,163,アーサー,正義
スパイク座,1,中間 庸,ラフプレー
スパイク座,2,岸和田 祭,ラフプレー
スパイク座,3,ティグレ・メンデス,キズナ
スパイク座,4,アリカ,キズナ
スパイク座,5,ガンマ,ラフプレー
スパイク座,6,根上 大地,キズナ
スパイク座,7,寺坂 響,キズナ
スパイク座,8,滝川 一馬,ラフプレー
スパイク座,9,水前寺 馳威太,ラフプレー
スパイク座,10,都築 静,テンション
スパイク座,11,香芽 レオン,必殺
スパイク座,12,木乃伊 魔美,テンション
スパイク座,13,人形 幻,ラフプレー
スパイク座,14,小手川 練,ラフプレー
スパイク座,15,茶木 椎斗,テンション
スパイク座,16,世良 一期,ラフプレー
スパイク座,17,六甲 嵐,キズナ
スパイク座,18,赤城 正馬,ラフプレー
スパイク座,19,北原 幸一,必殺
スパイク座,20,猫野 亮太,必殺
スパイク座,21,中園 康文,ラフプレー
スパイク座,22,花山 造,必殺
スパイク座,23,七瀬 昭治,カウンター
スパイク座,24,宮坂 了,テンション
スパイク座,25,宇那木 養,必殺
スパイク座,26,浦島 無我,カウンター
スパイク座,27,久慈 孝彦,必殺
スパイク座,28,園田 三保,カウンター
スパイク座,29,国立 梅三郎,ラフプレー
スパイク座,30,豊臣 秀紀,カウンター
スパイク座,31,山村 明,キズナ
スパイク座,32,観葉 植,ラフプレー
スパイク座,33,水仙 稔基,必殺
スパイク座,34,南場 恋次,必殺
スパイク座,35,小泉 涼,カウンター
スパイク座,36,川野 めだか,必殺
スパイク座,37,中間 庸,テンション
スパイク座,38,埼玉 礼央,テンション
スパイク座,39,浮島 一人,正義
スパイク座,40,森田 英雄,カウンター
スパイク座,41,大将 拳,必殺
スパイク座,42,今井 扶樹,カウンター
スパイク座,43,藤村 刃,ラフプレー
スパイク座,44,大丹羽 魁士,必殺
スパイク座,45,古文 次元,テンション
スパイク座,46,地平 広大,カウンター
スパイク座,47,定良 保,ラフプレー
スパイク座,48,秋元 聖,カウンター
スパイク座,49,浪川 花子,ラフプレー
スパイク座,50,粟野 夢加,テンション
スパイク座,51,真杉 琴羽,テンション
スパイク座,52,見城 彩希,必殺
スパイク座,53,朝久保 允彦,テンション
スパイク座,54,道原 小夜,必殺
スパイク座,55,真中 成一,ラフプレー
スパイク座,56,三輪 星妃,必殺
スパイク座,57,日笠 和希,カウンター
スパイク座,58,八十島 音彩,正義
スパイク座,59,船島 紘通,テンション
スパイク座,60,浅井 博視,カウンター
スパイク座,61,三瀬 芽理衣,テンション
スパイク座,62,本郷 久美,テンション
スパイク座,63,細見 咲枝里,ラフプレー
スパイク座,64,ユスフ・ムハディ,ラフプレー
スパイク座,65,宇都宮 虎丸,カウンター
スパイク座,66,涼野 風介,ラフプレー
スパイク座,67,セイド・アルマンド,カウンター
スパイク座,68,ニック・ウッドゲート,カウンター
スパイク座,69,イ・チョンユン,必殺
スパイク座,70,マキシ・クゥ,カウンター
スパイク座,71,ローラン・ペレク,カウンター
スパイク座,72,オウル,必殺
スパイク座,73,ウィンディ・ファスタ,正義
スパイク座,74,アレサンドロ・ロッサ,ラフプレー
スパイク座,75,ボルボレタ・バルボッサ,キズナ
スパイク座,76,パブロ・カスティーヨ,ラフプレー
スパイク座,77,ダビ・ペロキ,キズナ
スパイク座,78,ビオレテ・アメティスタ,必殺
スパイク座,79,小貫 才次朗,カウンター
スパイク座,80,ヨナス・ポラック,テンション
スパイク座,81,室生 由市,必殺
スパイク座,82,速星 常彰,ラフプレー
スパイク座,83,青剃 頼也,必殺
スパイク座,84,枚聞 楽衣奈,テンション
スパイク座,85,天野 快司,ラフプレー
スパイク座,86,白幽 漂,カウンター
スパイク座,87,倉間 典人,必殺
スパイク座,88,古手川 咲夫,カウンター
スパイク座,89,高鴨 房生,必殺
スパイク座,90,松風 天馬,キズナ
スパイク座,91,施条 真子,必殺
スパイク座,92,伊佐 平紀,必殺
スパイク座,93,場里 闘史,必殺
スパイク座,94,滋園田 平美,カウンター
スパイク座,95,恋崎 伊雄,ラフプレー
スパイク座,96,遊海 瑞,ラフプレー
スパイク座,97,赤井 トンボ,キズナ
スパイク座,98,詩庵 馳,ラフプレー
スパイク座,99,有野 緒美,ラフプレー
スパイク座,100,黒暮 肌市,ラフプレー
スパイク座,101,閃田 光之進,カウンター
スパイク座,102,巽 慎之助,カウンター
スパイク座,103,飛居田 伴則,カウンター
スパイク座,104,法外 逢徒,必殺
スパイク座,105,鬼村 多賀女,必殺
スパイク座,106,割鞘 睦雄,テンション
スパイク座,107,後向田 蔵唯,テンション
スパイク座,108,富福 涼,ラフプレー
スパイク座,109,臼場 影郎,キズナ
スパイク座,110,清蓮 泪,カウンター
スパイク座,111,羅生門 幽鬼,テンション
スパイク座,112,黒須 十字,必殺
スパイク座,113,小谷 みお,必殺
スパイク座,114,剛建 実直,ラフプレー
スパイク座,115,菊池 久美,テンション
スパイク座,116,臼井 淡人,必殺
スパイク座,117,浅間 伝兵衛,ラフプレー
スパイク座,118,キモロ,テンション
スパイク座,119,メイズ,テンション
スパイク座,120,涼風 日景,テンション
スパイク座,121,氷峰 裏凍,カウンター
スパイク座,122,居富 江輔,ラフプレー
スパイク座,123,小酒井 似弥,カウンター
スパイク座,124,キュー,必殺
スパイク座,125,蝶野 魅知,必殺
スパイク座,126,トーム,ラフプレー
スパイク座,127,ヘイズ,テンション
スパイク座,128,宇都宮 虎丸,カウンター
スパイク座,129,ピグ,テンション
スパイク座,130,六道 衣紋丞,ラフプレー
スパイク座,131,川満 乗児,ラフプレー
スパイク座,132,マリベル・フランミール,必殺
スパイク座,133,弾目 閃九郎,カウンター
スパイク座,134,新狩 瑛斗,正義
スパイク座,135,弥叉 光利,必殺
スパイク座,136,サカマキ・トグロウ,ラフプレー
スパイク座,137,頂 挑夢,テンション
スパイク座,138,板屋 江戸丸,必殺
スパイク座,139,スティン・シーアン,必殺
スパイク座,140,ニール・カナイ,カウンター
スパイク座,141,倉敷 灯里,カウンター
スパイク座,142,伝統田 土岐 ノ すけ,必殺
スパイク座,143,加蘇村 良人,キズナ
スパイク座,144,木庭 エミコ,必殺
スパイク座,145,冥道 知臣,必殺
スパイク座,146,掟原 斬,必殺
スパイク座,147,間瀬 理仁,必殺
スパイク座,148,比口 竹葉,キズナ
スパイク座,149,二ツ宮 金次郎,テンション
スパイク座,150,邸多 丹治,テンション
スパイク座,151,式野 紫,キズナ
スパイク座,152,要野 樹里亜,ラフプレー
スパイク座,153,阿虎 崇里,必殺
スパイク座,154,村住 薄荷,ラフプレー
スパイク座,155,紫芝 悠李,カウンター
スパイク座,156,氷英坂 岩人,キズナ
スパイク座,157,ミスターＫ,正義
スパイク座,158,オルソン・カーチス,正義
スパイク座,159,伐天 泰作,正義
スパイク座,160,多部 颯,テンション
スパイク座,161,石売 貴理,ラフプレー
タイヤ座,1,難波 花枝,テンション
タイヤ座,2,ゲネル,正義
タイヤ座,3,ボブ・ボビンス,カウンター
タイヤ座,4,棍田 重次,テンション
タイヤ座,5,天城 大地,テンション
タイヤ座,6,石川 五衛太,テンション
タイヤ座,7,草生 久志,必殺
タイヤ座,8,仮 沢 装,ラフプレー
タイヤ座,9,五利 真吾,キズナ
タイヤ座,10,野部流 来人,正義
タイヤ座,11,屍 藤美,ラフプレー
タイヤ座,12,鶏井 亮太,ラフプレー
タイヤ座,13,壁山 塀吾郎,正義
タイヤ座,14,友岡 愛斗,ラフプレー
タイヤ座,15,軟山 弱,カウンター
タイヤ座,16,八百野 スミ こ,キズナ
タイヤ座,17,丸出 為夫,カウンター
タイヤ座,18,賭山 流,ラフプレー
タイヤ座,19,骨盤 整,テンション
タイヤ座,20,亀田 ぽん太,カウンター
タイヤ座,21,彩雲 強,ラフプレー
タイヤ座,22,氷室 剛勇,テンション
タイヤ座,23,菖蒲 畠也,ラフプレー
タイヤ座,24,坂山 金太郎,必殺
タイヤ座,25,天正 叡一,ラフプレー
タイヤ座,26,布袋 一人,正義
タイヤ座,27,近藤 勇夫,必殺
タイヤ座,28,鎌桐 蒼人,テンション
タイヤ座,29,羅城門 藤次,ラフプレー
タイヤ座,30,枚田 影夫,カウンター
タイヤ座,31,水田 流,ラフプレー
タイヤ座,32,出田 優士,カウンター
タイヤ座,33,桐技 躍馬,テンション
タイヤ座,34,質屋 流,キズナ
タイヤ座,35,松田 正敏,必殺
タイヤ座,36,高知 勇士,カウンター
タイヤ座,37,鮭川 昇,必殺
タイヤ座,38,屋上 遊,テンション
タイヤ座,39,手力 崇男,正義
タイヤ座,40,五月 晴彦,必殺
タイヤ座,41,植木 繁治,カウンター
タイヤ座,42,玉井 央一,正義
タイヤ座,43,高雄 みのる,ラフプレー
タイヤ座,44,前園 航平,キズナ
タイヤ座,45,米沢 義弘,ラフプレー
タイヤ座,46,森下 返,正義
タイヤ座,47,熊本 幾太郎,カウンター
タイヤ座,48,久士田 結人,テンション
タイヤ座,49,栗山 澄太,正義
タイヤ座,50,井形 芳生,必殺
タイヤ座,51,深道 秋生,正義
タイヤ座,52,川蝉 育俊,ラフプレー
タイヤ座,53,榎戸 敦,ラフプレー
タイヤ座,54,鼻本 丈雄,必殺
タイヤ座,55,阿後 大三,正義
タイヤ座,56,筋原 俊二,正義
タイヤ座,57,松本 はやと,ラフプレー
タイヤ座,58,柔 光良,キズナ
タイヤ座,59,横田 ケンイチ,カウンター
タイヤ座,60,模寺 仁晶,必殺
タイヤ座,61,船田 光洋,キズナ
タイヤ座,62,賀茂 歓行,正義
タイヤ座,63,桜 多聞,ラフプレー
タイヤ座,64,石山 防仁,必殺
タイヤ座,65,一色 真砂士,キズナ
タイヤ座,66,藤田 太,ラフプレー
タイヤ座,67,首里 巌,カウンター
タイヤ座,68,村山 昇治,必殺
タイヤ座,69,野田 岳,正義
タイヤ座,70,浜本 塁,正義
タイヤ座,71,舟山 省二,カウンター
タイヤ座,72,大鹿 伸吾,必殺
タイヤ座,73,尾崎 佳知,ラフプレー
タイヤ座,74,沼上 泥江,カウンター
タイヤ座,75,本多 康平,ラフプレー
タイヤ座,76,金色 庄七,正義
タイヤ座,77,横山 圭介,正義
タイヤ座,78,押本 久仁恵,ラフプレー
タイヤ座,79,団野 昭南,カウンター
タイヤ座,80,野林 茂有,カウンター
タイヤ座,81,大河 誠剛,正義
タイヤ座,82,無頼寺 五郎蔵,正義
タイヤ座,83,シャバリー・リベイロ,正義
タイヤ座,84,王井 一郎,テンション
タイヤ座,85,オットリーノ・ノビリ,テンション
タイヤ座,86,ダニエレ・サンクティス,正義
タイヤ座,87,テレス・トルーエ,カウンター
タイヤ座,88,マリオ・サビオラ,ラフプレー
タイヤ座,89,アズベル・トルケーゼ,カウンター
タイヤ座,90,カーメイ・コーラー,ラフプレー
タイヤ座,91,グリッジョ・ジェッソ,テンション
タイヤ座,92,ゴライアス,正義
タイヤ座,93,ラボック・ヘンクタッカー,テンション
タイヤ座,94,ウォルター・マウンテン,正義
タイヤ座,95,アソール・ノルキア,テンション
タイヤ座,96,ミシェル・モラン,必殺
タイヤ座,97,チェアマンＩ,ラフプレー
タイヤ座,98,ケネデ・ムロベッヅィ,正義
タイヤ座,99,唐崎 桐市,正義
タイヤ座,100,開地 惹句,テンション
タイヤ座,101,ダイッコ・ブーカ,カウンター
タイヤ座,102,甘蔗 隆住,テンション
タイヤ座,103,珈琲 挽,必殺
タイヤ座,104,多度 和基,ラフプレー
タイヤ座,105,笛頭 峻也,カウンター
タイヤ座,106,サキネル,必殺
タイヤ座,107,ヘビーモス,ラフプレー
タイヤ座,108,押井 剛,正義
タイヤ座,109,伊吹 死鬼,キズナ
タイヤ座,110,党賀 徹,カウンター
タイヤ座,111,大沢田 虎鉄,正義
タイヤ座,112,道家 冠十郎,正義
タイヤ座,113,金平 鉄斎,必殺
タイヤ座,114,豊田 穣,ラフプレー
タイヤ座,115,武雲 月弥,正義
タイヤ座,116,邸 緩助,正義
タイヤ座,117,獅子峰 才治,正義
タイヤ座,118,粉木 夢二,必殺
タイヤ座,119,皮羽他 頭水,必殺
タイヤ座,120,福田 楼太郎,カウンター
タイヤ座,121,添田 久留三,カウンター
タイヤ座,122,大風谷 義一,キズナ
タイヤ座,123,尾伊都 夏太,テンション
タイヤ座,124,文藤 量,カウンター
タイヤ座,125,大兜 鎧,テンション
タイヤ座,126,円 秀立,正義
タイヤ座,127,突庭 撃進,正義
タイヤ座,128,邑縞 桐一郎,ラフプレー
タイヤ座,129,福音 堅司,キズナ
タイヤ座,130,白魁 龍千代,キズナ
タイヤ座,131,田孫 獏,必殺
タイヤ座,132,樽医 歯電,必殺
タイヤ座,133,雷轟 ゴラン,必殺
タイヤ座,134,御石 月長,必殺
タイヤ座,135,押本 強機,テンション
タイヤ座,136,見不科 王佐人,正義
タイヤ座,137,多蛇 大太,ラフプレー
タイヤ座,138,文田 時測,カウンター
タイヤ座,139,毬 万次郎,カウンター
タイヤ座,140,堤 きゃべつ,必殺
タイヤ座,141,志免 楚歌,カウンター
タイヤ座,142,山田 童一,必殺
タイヤ座,143,小山田 俊介,カウンター
タイヤ座,144,鬼霧 三平太,正義
タイヤ座,145,周防 烈也,キズナ
タイヤ座,146,落村 伝来,テンション
タイヤ座,147,オーグ,ラフプレー
タイヤ座,148,具志堅 勇,正義
タイヤ座,149,矢部 半兵衛,必殺
タイヤ座,150,酢鼻 廉示,テンション
タイヤ座,151,嘉尾賀 植頼,正義
タイヤ座,152,栗毛 トオル,ラフプレー
タイヤ座,153,焼田 具里固,テンション
タイヤ座,154,デメグ,必殺
タイヤ座,155,ダク,必殺
タイヤ座,156,角馬 王将,キズナ
タイヤ座,157,ハオ・ボーノ,カウンター
タイヤ座,158,早嘉城 数寄,必殺
タイヤ座,159,許 虎猪,テンション
タイヤ座,160,トリヨンフ,カウンター
タイヤ座,161,新田 蜂之心,正義
タイヤ座,162,熊崎 伝治,必殺
タイヤ座,163,他山 幸助,正義
タイヤ座,164,通 紋次郎,テンション
タイヤ座,165,ジャンク・ゴルダス,正義
タイヤ座,166,マン・チェスター,キズナ
タイヤ座,167,マイク・バイキングス,キズナ
タイヤ座,168,八幡 友佳子,キズナ
タイヤ座,169,木吉 苅ノ助,キズナ
タイヤ座,170,照川 大成,ラフプレー
タイヤ座,171,岩下 末次,必殺
ダイヤモンド座,1,雷電 真太郎,カウンター
ダイヤモンド座,2,柴礼 朝雄,必殺
ダイヤモンド座,3,青龍 春紀,キズナ
ダイヤモンド座,4,アル・カティア,カウンター
ダイヤモンド座,5,泡沫 京志郎,テンション
ダイヤモンド座,6,鳴滝 晴彦,正義
ダイヤモンド座,7,地内 雅彦,ラフプレー
ダイヤモンド座,8,久米 龍吉,カウンター
ダイヤモンド座,9,長月 九,正義
ダイヤモンド座,10,恩田 心太郎,必殺
ダイヤモンド座,11,高胡 菜生,テンション
ダイヤモンド座,12,海原 浴,キズナ
ダイヤモンド座,13,鳴海 伸行,正義
ダイヤモンド座,14,富嶽 厚志,ラフプレー
ダイヤモンド座,15,茜 広明,キズナ
ダイヤモンド座,16,粧司 浩介,必殺
ダイヤモンド座,17,岩淵 晃司,キズナ
ダイヤモンド座,18,沼口 司,カウンター
ダイヤモンド座,19,望月 透修,ラフプレー
ダイヤモンド座,20,吉永 陽介,キズナ
ダイヤモンド座,21,宮北 昭修,正義
ダイヤモンド座,22,安東 道典,ラフプレー
ダイヤモンド座,23,増田 忠節,ラフプレー
ダイヤモンド座,24,竜洋 喜八,正義
ダイヤモンド座,25,西井 とおる,キズナ
ダイヤモンド座,26,火浦 祥太,キズナ
ダイヤモンド座,27,塚本 波美,テンション
ダイヤモンド座,28,川上 昌也,ラフプレー
ダイヤモンド座,29,神水流 美映,ラフプレー
ダイヤモンド座,30,磯野 加奈恵,テンション
ダイヤモンド座,31,ラファエル・ロペス,カウンター
ダイヤモンド座,32,メッサー・ジャシム,キズナ
ダイヤモンド座,33,油日 桂志郎,テンション
ダイヤモンド座,34,墨田 光沙,テンション
ダイヤモンド座,35,岩成 意景,正義
ダイヤモンド座,36,論理 的雄,必殺
ダイヤモンド座,37,斑 天橙,正義
ダイヤモンド座,38,鳩目 金太,必殺
ダイヤモンド座,39,弓削 昇,テンション
ダイヤモンド座,40,盃仁田 克男,カウンター
ダイヤモンド座,41,開放 空也,ラフプレー
ダイヤモンド座,42,千予波 運,キズナ
ダイヤモンド座,43,草戸 育之進,ラフプレー
ダイヤモンド座,44,出石 泰児,カウンター
ダイヤモンド座,45,岸城 直貞,テンション
ダイヤモンド座,46,土 一十,キズナ
ダイヤモンド座,47,宮 太良男,必殺
ダイヤモンド座,48,巴 アル,必殺
ダイヤモンド座,49,篠熊 鉤太,必殺
ダイヤモンド座,50,機智野 愛美,カウンター
ダイヤモンド座,51,鹿沼 芭丁,必殺
ダイヤモンド座,52,小原 輝流,カウンター
ダイヤモンド座,53,眞部田 愛紗,キズナ
ダイヤモンド座,54,阿仁 吉方次,正義
ダイヤモンド座,55,オイリーナ・コーエン,正義
ダイヤモンド座,56,閃雷 光秀,テンション
ダイヤモンド座,57,恐山 元太,カウンター
ダイヤモンド座,58,斜鞍 軽一,テンション
ダイヤモンド座,59,比母 治虫,必殺
ダイヤモンド座,60,進学 襟人,正義
ダイヤモンド座,61,束間 梢,テンション
トルネード座,1,大楠 星士,キズナ
トルネード座,2,マイキー・リチャーズ,カウンター
トルネード座,3,闇野 カゲト,ラフプレー
トルネード座,4,ラファエレ・ジェネラーニ,カウンター
トルネード座,5,日高 岳,正義
トルネード座,6,在手 実弓,ラフプレー
トルネード座,7,甲賀 幻,キズナ
トルネード座,8,造形 製雄,必殺
トルネード座,9,藤林 長門,テンション
トルネード座,10,明井戸 達人,ラフプレー
トルネード座,11,下鶴 改,テンション
トルネード座,12,豪炎寺 修也,正義
トルネード座,13,蛇丸 彰真,必殺
トルネード座,14,目戸 宇左,正義
トルネード座,15,明天名 智,正義
トルネード座,16,安永 英嗣,正義
トルネード座,17,千手 孝史,キズナ
トルネード座,18,那須 与一,テンション
トルネード座,19,宇院 武流人,キズナ
トルネード座,20,押井 解,カウンター
トルネード座,21,水渡 長流,テンション
トルネード座,22,探田 偵人,テンション
トルネード座,23,山岡 洋,カウンター
トルネード座,24,花神 蔵六,ラフプレー
トルネード座,25,寺務 育生,正義
トルネード座,26,福津 朔也,カウンター
トルネード座,27,弓 すぐる,テンション
トルネード座,28,雨宮 長宏,必殺
トルネード座,29,流山 宏行,正義
トルネード座,30,新井 超,キズナ
トルネード座,31,飛鳥 健,正義
トルネード座,32,折野 創,正義
トルネード座,33,鉄野 洋平,ラフプレー
トルネード座,34,越智 貞夫,必殺
トルネード座,35,縦 演明,正義
トルネード座,36,棒迫 満,正義
トルネード座,37,界戸 瞬,必殺
トルネード座,38,目座 相斗,ラフプレー
トルネード座,39,弾倉 撃,キズナ
トルネード座,40,身辺 保,テンション
トルネード座,41,疾風 隼人,正義
トルネード座,42,加賀美 法子,キズナ
トルネード座,43,鉄壁 堅,カウンター
トルネード座,44,神田 基祐,キズナ
トルネード座,45,西部 鷹也,ラフプレー
トルネード座,46,堀 道子,キズナ
トルネード座,47,平良 潜,正義
トルネード座,48,根切 ともえ,キズナ
トルネード座,49,角塚 王是,正義
トルネード座,50,船場 銀子,カウンター
トルネード座,51,小龍 翼,テンション
トルネード座,52,組村 淳弘,必殺
トルネード座,53,豪炎寺 真人,キズナ
トルネード座,54,吉本 和希,正義
トルネード座,55,古家 更沙,正義
トルネード座,56,羽生 志恵里,カウンター
トルネード座,57,西川 昌枝,必殺
トルネード座,58,目抜 冴火,正義
トルネード座,59,小寺 恒之,キズナ
トルネード座,60,渡 克明,必殺
トルネード座,61,北形 神音,キズナ
トルネード座,62,冴木 保則,テンション
トルネード座,63,桶谷 平太,カウンター
トルネード座,64,宮池 椎奈,必殺
トルネード座,65,福田 光久,正義
トルネード座,66,荻野 哲郎,キズナ
トルネード座,67,田元 寿紀,正義
トルネード座,68,岸川 速香,必殺
トルネード座,69,君波 好正,必殺
トルネード座,70,清家 苑香,正義
トルネード座,71,代田 日出夫,カウンター
トルネード座,72,葉月 芽亜里,ラフプレー
トルネード座,73,久本 重明,必殺
トルネード座,74,高峰 瑛里沙,テンション
トルネード座,75,高津 和史,ラフプレー
トルネード座,76,黒沢 賢人,テンション
トルネード座,77,瀬川 流留,テンション
トルネード座,78,平留 九朗,カウンター
トルネード座,79,マジディ・イスマイール,テンション
トルネード座,80,イン・チキータ,カウンター
トルネード座,81,チェ・チャンスウ,カウンター
トルネード座,82,ハッサン・アーメド,キズナ
トルネード座,83,ショーン・ピアース,キズナ
トルネード座,84,ゴーシュ・フレア,テンション
トルネード座,85,ミケーレ・ジャックス,ラフプレー
トルネード座,86,早撃 銃子,キズナ
トルネード座,87,剣 恭平,キズナ
トルネード座,88,狭井 峻也,ラフプレー
トルネード座,89,アスタロス,カウンター
トルネード座,90,三枡 圭人,カウンター
トルネード座,91,ネネル,カウンター
