星座,No,類似の名前,メインビルドタイプ
penguin,7,牧谷寛,rough
penguin,8,渋木翔大,rough
penguin,9,恵那和樹,special
penguin,10,椋本圭,tension
penguin,11,佐久間次郎,counter
penguin,12,寺門大貴,rough
penguin,13,鬼道有人,justice
penguin,14,南陸極,special
penguin,15,榎本武,justice
penguin,16,烈風金道,special
penguin,17,水草陽之,tension
penguin,18,吉備桃太郎,bond
penguin,19,滋賀圭作,bond
penguin,20,馬頭鋭気,tension
penguin,21,日柄美照,justice
penguin,22,岐阜悠紀,special
penguin,23,弥谷剣五,bond
penguin,24,竺和了,justice
penguin,25,帯屋歴人,counter
penguin,26,池州宗彦,tension
penguin,27,馬場信輔,justice
penguin,28,鯉真精児,bond
penguin,29,比得呂介,special
penguin,30,水上渡,rough
penguin,31,片倉慈音,justice
penguin,32,佐久間次郎,special
penguin,33,戸次弘佑,rough
penguin,34,相馬善鬼,special
penguin,35,池宮城波留,bond
penguin,36,八代桃子,counter
penguin,37,牛島理恵,rough
penguin,38,本間美雨,special
penguin,39,政池祥多,bond
penguin,40,岡室明久,bond
penguin,41,小山千枝里,justice
penguin,42,能島政和,tension
penguin,43,小笠原宏紀,counter
penguin,44,馬見おさむ,rough
penguin,45,中原寿司,special
penguin,46,吉田数人,rough
penguin,47,斧山峰生,tension
penguin,48,竹谷八千穂,tension
penguin,49,倉島麻緒,rough
penguin,50,光木淳志,bond
penguin,51,虎西白次,justice
penguin,52,鹿内英文,justice
penguin,53,デモーニオ・ストラーダ,rough
penguin,54,雀南朱美,special
penguin,55,不動明王,rough
penguin,56,ダニエル・バラック,counter
penguin,57,押尾栄吉,special
penguin,58,笹山寛生,rough
penguin,59,武北玄宗,counter
penguin,60,河原大二郎,justice
penguin,61,ペドロ・モレノ,rough
penguin,62,竜東青士郎,special
penguin,63,ヘゼキエル・デビリアズ,justice
penguin,64,レジー・イネス,bond
penguin,65,針根津哲成,tension
penguin,66,有袋千愛,justice
penguin,67,鴨野奏絵,special
penguin,68,羊谷倫義,special
penguin,69,山羊村相気,bond
penguin,70,袋熊輝幸,special
penguin,71,獅子谷音目矢,special
penguin,72,多賀谷鯰,special
penguin,73,人狼邦暁,tension
penguin,74,牛窓壮太,rough
penguin,75,佐太豪之介,tension
penguin,76,利根川智夏,bond
penguin,77,小熊坂洲,rough
penguin,78,針山マチヲ,bond
penguin,79,蟹江亜留太,special
penguin,80,猪八戒,bond
penguin,81,孫斗雲,justice
penguin,82,羊家ハマル,justice
penguin,83,沙悟浄,counter
penguin,84,向坂悟,tension
penguin,85,魚勝紐夫,special
penguin,86,洞沢秀二,bond
penguin,87,五木勝正,justice
penguin,88,飛鳥寺朔也,counter
penguin,89,大瀧殿男,rough
penguin,90,成田賢也,justice
penguin,91,サスケ,bond
penguin,92,雅野麗一,tension
penguin,93,蒲田太留彦,tension
penguin,94,茂日寛太,justice
penguin,95,逸見久仁彦,bond
penguin,96,佐々鬼厳,special
penguin,97,増荒門輝,bond
penguin,98,御門春馬,justice
penguin,99,中邑未散,tension
penguin,100,華村薫,special
penguin,101,吉野大,tension
penguin,102,増長朱南,bond
penguin,103,持国東青美,bond
penguin,104,広目西白子,counter
penguin,105,郷戸羊之介,bond
penguin,106,安室泰雅,special
penguin,107,蜂花蜜子,special
penguin,108,鎌井川桐也,special
penguin,109,獅子原哮,bond
penguin,110,寺坂トキオ,counter
penguin,111,針鼠児蓮,rough
penguin,112,早矢馬鏑郎,justice
penguin,113,サトス,counter
penguin,114,井野部キーコ,justice
penguin,115,鬼道有人,special
penguin,116,穂村英輔,counter
penguin,117,元屋敷空輝,justice
penguin,118,陣野アシュレイ,justice
penguin,119,安座ナオイチ,rough
penguin,120,殿崎テオ,bond
penguin,121,本能寺音海,bond
penguin,122,星見沢キョウ,rough
penguin,123,霊道界也,tension
penguin,124,盟帝央煌,rough
penguin,125,夜桜志々雄,special
penguin,126,江流崎英知,tension
penguin,127,鉄柱道助,special
penguin,128,堀内保乃加,bond
penguin,129,戦導真凛,justice
penguin,130,叶射那,tension
penguin,131,二代目,justice
penguin,132,宮園雅子,bond
ramen,1,出前洋,tension
ramen,2,響木正剛,rough
ramen,3,浜野海士,bond
ramen,4,アイエル,bond
ramen,5,獅子丸,special
ramen,6,会田力,bond
ramen,7,兜角雄,justice
ramen,8,響木正剛,special
ramen,9,野馬運,bond
ramen,10,大玉好美,counter
ramen,11,出浦清盛,tension
ramen,12,育井庄児,special
ramen,13,平生仁,special
ramen,14,赤川翼,bond
ramen,15,楠木昌成,justice
ramen,16,地蔵久夢,counter
ramen,17,近辺十馬,tension
ramen,18,国定忠次郎,justice
ramen,19,仏良夫,bond
ramen,20,相原談,counter
ramen,21,小椋晋也,special
ramen,22,関羽長人,counter
ramen,23,飛田玲二,bond
ramen,24,印旛鑑次,tension
ramen,25,雪山岳治,bond
ramen,26,窪田護,counter
ramen,27,革嶋磨,counter
ramen,28,香川明央,justice
ramen,29,寺本豊,rough
ramen,30,韓信潜,justice
ramen,31,北条新九郎,bond
ramen,32,岩佐洋介,counter
ramen,33,北海道伸,special
ramen,34,孫吾乱,justice
ramen,35,新見主税,justice
ramen,36,市松竜也,tension
ramen,37,大岡善,rough
ramen,38,新川夏姫,bond
ramen,39,守谷稔,special
ramen,40,長浜細道,rough
ramen,41,綱海条介,justice
ramen,42,垣田大将,bond
ramen,43,祭利田我暑衣,counter
ramen,44,粉川悦,bond
ramen,45,細径塁,tension
ramen,46,浜夏天衣,rough
ramen,47,荒場憲章,rough
ramen,48,安刻真男,tension
ramen,49,好桃妃,counter
ramen,50,飛鷹征矢,special
ramen,51,猪苗代阿子,tension
ramen,52,助高誉士,special
ramen,53,居将左右衛門,justice
ramen,54,緑曲安也,counter
ramen,55,蒼月希観,special
ramen,56,古民幸子,tension
ramen,57,三国太一,bond
ramen,58,真住火朗志,special
ramen,59,長束牧人,tension
ramen,60,鎧守騎,special
ramen,61,門脇椎穂,justice
ramen,62,多民集,counter
ramen,63,黒石ペリオ,counter
ramen,64,黒石パント,justice
ramen,65,張飛,special
ramen,66,スマイル,bond
ramen,67,花林杏子,bond
ramen,68,坂本龍馬,justice
ramen,69,戸鉢憲明,bond
ramen,70,手衣良琉花,special
ramen,71,代々日やえ,justice
ramen,72,姪浜陽気,special
ramen,73,参募コウキ,tension
ramen,74,静河和男,bond
ramen,75,古手打七南,special
ramen,76,片見桔梗,special
ramen,77,青田春美,bond
ramen,78,楠里歌万呂,bond
ramen,79,大東領也,justice
ramen,80,湯元月見,counter
ramen,81,ピグ,tension
ramen,82,神橋末造,justice
ramen,83,近藤啓士,special
ramen,84,じーさん,justice
rice_ball,1,赤坂だるま,justice
rice_ball,2,サミー・デンプシー,justice
rice_ball,3,新田ミル,justice
rice_ball,4,目良緑琉,special
rice_ball,5,太助,tension
rice_ball,6,御坊研人,rough
rice_ball,7,髪村切斗,justice
rice_ball,8,朝露音夢,justice
rice_ball,9,菊池康志,counter
rice_ball,10,如月まこ,counter
rice_ball,11,武方努,justice
rice_ball,12,池尻陽,counter
rice_ball,13,半田真一,justice
rice_ball,14,玉川当,tension
rice_ball,15,宮城錦,justice
rice_ball,16,有里労人,rough
rice_ball,17,町田禄郎,special
rice_ball,18,西尾信輔,counter
rice_ball,19,大分温夫,rough
rice_ball,20,阿賀預利,tension
rice_ball,21,徳川康夫,special
rice_ball,22,猫田歩,special
rice_ball,23,柿川実,justice
rice_ball,24,粉木夢二,rough
rice_ball,25,釜戸親生,special
rice_ball,26,新潟越光,justice
rice_ball,27,軟野翔太,justice
rice_ball,28,納屋粘,special
rice_ball,29,江古貴生,bond
rice_ball,30,臼田隆太,special
rice_ball,31,三木俊介,justice
rice_ball,32,小平暖,rough
rice_ball,33,特部遂行,counter
rice_ball,34,民山謡,special
rice_ball,35,炭谷達磨,special
rice_ball,36,五山送,rough
rice_ball,37,梅崎健大,bond
rice_ball,38,志賀金印,counter
rice_ball,39,横路朋久,special
rice_ball,40,石田宏臣,bond
rice_ball,41,雷門夏未,bond
rice_ball,42,佐々木年秀,counter
rice_ball,43,黒崎一悶侍,special
rice_ball,44,虎浜甲子,counter
rice_ball,45,通天光里,justice
rice_ball,46,松倉真史,special
rice_ball,47,曽根ちひろ,bond
rice_ball,48,須田理人,tension
rice_ball,49,熊谷丈武,bond
rice_ball,50,山本鉄平,justice
rice_ball,51,田代若葉,special
rice_ball,52,芦田美智久,justice
rice_ball,53,緑木忠紀,special
rice_ball,54,救世功徳,rough
rice_ball,55,横地佳主也,counter
rice_ball,56,大脇和司,counter
rice_ball,57,塙帆志美,rough
rice_ball,58,寺下新三郎,justice
rice_ball,59,福留乙美,bond
rice_ball,60,宮丸誉彦,rough
rice_ball,61,明山茂,rough
rice_ball,62,石堂修光,special
rice_ball,63,津谷友歩,tension
rice_ball,64,財方探二,counter
rice_ball,65,城金光留,special
rice_ball,66,雲酒実花,justice
rice_ball,67,桜島黒兵衛,special
rice_ball,68,代部多恵,special
rice_ball,69,アマラント・ルビーノ,bond
rice_ball,70,シャイン・ビーチ,justice
rice_ball,71,アズロ・ザッフィーレ,justice
rice_ball,72,ビート・スマッシュ,rough
rice_ball,73,ネッロ・アーガタ,counter
rice_ball,74,ホン・ドゥユン,counter
rice_ball,75,ジャメル・ジャマドゥ,justice
rice_ball,76,ラジャブ・イスマイール,special
rice_ball,77,シュリー・プリンストン,bond
rice_ball,78,ビリー・ラピッド,special
rice_ball,79,ディエゴ・オロ,counter
rice_ball,80,ジャンルカ・ザナルディ,counter
rice_ball,81,テッド・ブライアン,rough
rice_ball,82,フォルミガ・クレメンス,rough
rice_ball,83,マロン・イアン,rough
rice_ball,84,ヘッジホッグ,rough
rice_ball,85,ユーム・リンジー,rough
rice_ball,86,狭野焦一,special
rice_ball,87,一畑幸寿,counter
rice_ball,88,安国寺浩馬,bond
rice_ball,89,紋別翔紘,special
rice_ball,90,エヌエル,counter
rice_ball,91,テンバ・セペング,bond
rice_ball,92,重根泡勢太,special
rice_ball,93,ムゾンゲ・レドワバ,justice
rice_ball,94,志磨奈恵美,special
rice_ball,95,玄間嬢子,special
rice_ball,96,法界葉香奈,rough
rice_ball,97,兵主隊示,special
rice_ball,98,一柳菊渡,special
rice_ball,99,呪念一,justice
rice_ball,100,陸野俊兵,bond
rice_ball,101,氷井流演,bond
rice_ball,102,唐井中,justice
rice_ball,103,恋浦初,counter
rice_ball,104,麻生暮人,counter
rice_ball,105,小鳩宏夫,justice
rice_ball,106,桶川之守,justice
rice_ball,107,湖沼枠,counter
rice_ball,108,烏丸竹千代,counter
rice_ball,109,烏丸竹千代,counter
rice_ball,110,河合ミミ,counter
rice_ball,111,大田貫楽美,special
rice_ball,112,飛行志,special
rice_ball,113,小戸炉理沙,rough
rice_ball,114,渡貫修司,rough
rice_ball,115,里梨杏寿,counter
rice_ball,116,銃二丁持子,justice
rice_ball,117,萌葉愛香,special
rice_ball,118,臥絵博也,tension
rice_ball,119,馬柘植月,justice
rice_ball,120,衣付数虎,tension
rice_ball,121,仁詫村桶家,special
rice_ball,122,勅使河原智恵,rough
rice_ball,123,鎖富頼,tension
rice_ball,124,仰木田桧,tension
rice_ball,125,門久主税,counter
rice_ball,126,白水久里霧,counter
rice_ball,127,巴ビート,tension
rice_ball,128,麻臼宙,special
rice_ball,129,膨田まりも,special
rice_ball,130,舛湖ララ,bond
rice_ball,131,舛湖リリ,counter
rice_ball,132,若麻田花梨,tension
rice_ball,133,丸井たま,bond
rice_ball,134,松村博伸,tension
rice_ball,135,布嵐路矢,justice
rice_ball,136,獣塚用兵,rough
rice_ball,137,佐渡繪里子,special
rice_ball,138,伊達駒砂,tension
rice_ball,139,日丸団,justice
rice_ball,140,円翠ミツオ,rough
rice_ball,141,本山元,special
rice_ball,142,唐古鮮屋,counter
rice_ball,143,田貫森矢,justice
rice_ball,144,作佐小志朗,tension
rice_ball,145,白木ピート,justice
rice_ball,146,黒石ピータ,bond
rice_ball,147,白木ペースケ,counter
rice_ball,148,稲垣礼亜,justice
rice_ball,149,木下藤吉郎,special
rice_ball,150,カンナ・モッテルモン,special
rice_ball,151,円堂夏未,special
rice_ball,152,前田利家,special
rice_ball,153,チッカ,special
rice_ball,154,エニモ,special
rice_ball,155,ミド,special
rice_ball,156,マビ,counter
rice_ball,157,オルモローネ・イッシ,rough
rice_ball,158,石原海紺兎,rough
rice_ball,159,オルモローネ・イッシ,rough
rice_ball,160,メイ・フェアリー,justice
rice_ball,161,風来歩馬,special
rice_ball,162,アーク・スコッチエッグ,special
rice_ball,163,ハッシュ・シルヴァン,tension
rice_ball,164,ハッシュ・シルヴァン,tension
rice_ball,165,戸望初幸,counter
rice_ball,166,保平歩,justice
rice_ball,167,パトリー・アンブロシア,special
rice_ball,168,波多江しずな,counter
school,1,梵天哲士,special
school,2,氷上烈斗,tension
school,3,門間省吾,rough
school,4,セルヒオ・ペレス,special
school,5,敦賀望,rough
school,6,国木田俳人,counter
school,7,立野誠一,tension
school,8,衛士展也,justice
school,9,鉢屋也三郎,bond
school,10,線路鉄雄,rough
school,11,木内努,special
school,12,八墓祟,counter
school,13,黒上呪,bond
school,14,東昇,justice
school,15,伊能忠,bond
school,16,津曲勉,rough
school,17,横浜英二,bond
school,18,明智光,counter
school,19,間宮林三,bond
school,20,金沢努,special
school,21,床尾宗次,rough
school,22,二宮金次,counter
school,23,畳田和夫,special
school,24,宮崎太陽,counter
school,25,由馬グレイ,counter
school,26,長門司,tension
school,27,派鶴解斗,rough
school,28,菊丸一休,bond
school,29,上杉謙吾,rough
school,30,川崎大志郎,tension
school,31,安功守之,counter
school,32,辰己検,counter
school,33,文殊紀一,special
school,34,杉山敬次郎,rough
school,35,榊原努,tension
school,36,化野実,special
school,37,仲泉遊,special
school,38,小林操,rough
school,39,生田字郎,justice
school,40,栄田養士,counter
school,41,姫宮雅美,tension
school,42,島根神,justice
school,43,茨城渉,tension
school,44,訳嶋英樹,special
school,45,古式博嗣,justice
school,46,名鏡拓夢,bond
school,47,古屋延,counter
school,48,定岡堅,tension
school,49,石原高史,rough
school,50,大江戸結,special
school,51,京都倭一,justice
school,52,小池暦,special
school,53,筑紫国光,tension
school,54,外山大樹,special
school,55,学舎一筋,counter
school,56,五重学,counter
school,57,五稜武揚,special
school,58,上条時生,tension
school,59,雪野星也,tension
school,60,西谷研二,tension
school,61,中館ヒロ,bond
school,62,浅水祥次,special
school,63,喜屋武梨花,counter
school,64,赤渕敬次郎,tension
school,65,奥泉平,tension
school,66,須和文章,counter
school,67,大月修作,bond
school,68,祖母井博実,bond
school,69,正津弘也,counter
school,70,石毛良仁,special
school,71,中里貴,tension
school,72,持丸光四郎,justice
school,73,門岡秀悟,tension
school,74,河高敬作,tension
school,75,臼木由香里,rough
school,76,輪島俊則,special
school,77,古市猛斗,special
school,78,谷木圭介,rough
school,79,貝塚桂次,rough
school,80,飯谷泰司,tension
school,81,益川弥瑞生,counter
school,82,佐竹正二,counter
school,83,足立悦雄,tension
school,84,クラーク・ケイン,rough
school,85,蓮台文宗,special
school,86,ペーター・ニムケ,counter
school,87,グラーシャ,bond
school,88,ミケル・ペレイロ,bond
school,89,ルーカ・シュミット,special
school,90,アンドレ・パンゾ,counter
school,91,ケラルド・ナバル,special
school,92,スライ・スライマーン,counter
school,93,デービッド・バッキンガム,counter
school,94,菱拓夢,special
school,95,小御門結理,tension
school,96,曹孟徳,counter
school,97,細石京介,rough
school,98,荘田子休,special
school,99,安富文章,counter
school,100,造船郁海,justice
school,101,諸丘孔明,special
school,102,銀杯尚央,justice
school,103,安宅樹希,rough
school,104,識名波門,justice
school,105,天穂康沖,special
school,106,塩釜勇造,special
school,107,志賀海邦花,rough
school,108,宇倍寛明,justice
school,109,大覚夜市,rough
school,110,丸目礼紘,special
school,111,須佐史杏,counter
school,112,法師三蔵,tension
school,113,海図導,counter
school,114,論具船和,bond
school,115,須磨力之介,justice
school,116,水瓶佐多流,rough
school,117,五色潤,counter
school,118,宇喜多邦陽,rough
school,119,王鹿角,counter
school,120,河宮幸多,counter
school,121,折尾三保志,rough
school,122,宇美岸燕太郎,rough
school,123,本多大蔵,bond
school,124,江府一,justice
school,125,青山俊介,tension
school,126,樹田木蓮,bond
school,127,芦矢昇,tension
school,128,茅原恵智,counter
school,129,分流陰陽,special
school,130,久仁統,bond
school,131,四乃又晴海,counter
school,132,波玖佳一,tension
school,133,阿笘勇夫,counter
school,134,砂嶺高兵,justice
school,135,台家敏男,special
school,136,前島衛子,bond
school,137,鶴坂成隆,special
school,138,原洞受信,special
school,139,犬火久仁津,rough
school,140,科額修,tension
school,141,千斗瑠偉,rough
school,142,小河波一茶,special
school,143,質上蒼,counter
school,144,磯切着十,bond
school,145,魅良純,bond
school,146,黒戸今日子,tension
school,147,正村宗江,special
school,148,ミスタ,justice
school,149,良家過胡,justice
school,150,山目幸雄,bond
school,151,ライナ・ホウ,bond
school,152,元部鳴カコ,counter
school,153,堀鱈寿亭無,counter
school,154,エリック・エンドルフィン,rough
school,155,ナージェ,special
school,156,メイア,justice
school,157,ギリス,tension
school,158,六呂田常世,counter
school,159,乃々森絵麻,justice
school,160,証条閃果,special
school,161,等田率未,rough
special_trainning_notes,1,五条勝,bond
special_trainning_notes,2,位家路主,bond
special_trainning_notes,3,安室幹生,special
special_trainning_notes,4,フランツ・プジョル,counter
special_trainning_notes,5,牛島誠次,tension
special_trainning_notes,6,風丸一郎太,justice
special_trainning_notes,7,熱斗探李,counter
special_trainning_notes,8,酒田達士,counter
special_trainning_notes,9,女川映日,justice
special_trainning_notes,10,小塚勇介,tension
special_trainning_notes,11,英山海人,justice
special_trainning_notes,12,座敷童,special
special_trainning_notes,13,日々原納,special
special_trainning_notes,14,灰島啓二,tension
special_trainning_notes,15,空野ルイ,rough
special_trainning_notes,16,下川原卓,tension
special_trainning_notes,17,遠鳴走市,justice
special_trainning_notes,18,ジジ・ブラージ,tension
special_trainning_notes,19,アビゴール,rough
special_trainning_notes,20,牧里水樹,tension
special_trainning_notes,21,歩須藤一,rough
special_trainning_notes,22,金石剛助,counter
special_trainning_notes,23,昔野折波,counter
special_trainning_notes,24,ゴウズ,justice
special_trainning_notes,25,小喬姫,special
special_trainning_notes,26,寺田涼,tension
special_trainning_notes,27,バンナ,rough
special_trainning_notes,28,夢想飛助,counter
special_trainning_notes,29,徐静林平,special
special_trainning_notes,30,禅堂寺誠,special
special_trainning_notes,31,宗森秀年,bond
special_trainning_notes,32,ベリアル,special
special_trainning_notes,33,ベント・ガリアーノ,justice
special_trainning_notes,34,文月育緒,rough
special_trainning_notes,35,久遠冬花,counter
special_trainning_notes,36,目深宗司,justice
special_trainning_notes,37,守久要,rough
special_trainning_notes,38,鳩山永人,counter
special_trainning_notes,39,貼野哲郎,rough
special_trainning_notes,40,北垣亮太,rough
special_trainning_notes,41,筆山トメ,special
special_trainning_notes,42,光宗団,rough
special_trainning_notes,43,百地三太,bond
special_trainning_notes,44,荒井川熊巳,justice
special_trainning_notes,45,影野仁,justice
special_trainning_notes,46,杉森威,counter
special_trainning_notes,47,万丈一道,justice
special_trainning_notes,48,高坂仁,justice
special_trainning_notes,49,段堂正憲,tension
special_trainning_notes,50,山上扶樹,tension
special_trainning_notes,51,蝶野真宇,bond
special_trainning_notes,52,綿矢針次,justice
special_trainning_notes,53,吹越一徳,special
special_trainning_notes,54,吉野大,rough
special_trainning_notes,55,森越易之,bond
special_trainning_notes,56,福見観邑,special
special_trainning_notes,57,ハルファン・ジブリール,rough
special_trainning_notes,58,バーグレ・アントニオ,counter
special_trainning_notes,59,伊矢部敏志,bond
special_trainning_notes,60,前鳥信太郎,counter
special_trainning_notes,61,典河論也,justice
special_trainning_notes,62,雷轟キリカ,bond
special_trainning_notes,63,ハムス,counter
special_trainning_notes,64,監獄岩家,rough
special_trainning_notes,65,杵月待路,counter
special_trainning_notes,66,ベリー・カーペンター,rough
special_trainning_notes,67,ウッズ,justice
special_trainning_notes,68,雷轟ロクロ,rough
special_trainning_notes,69,旋巻也,justice
special_trainning_notes,70,藻宮解,bond
special_trainning_notes,71,手水研二,special
special_trainning_notes,72,野辺沢領汰,counter
special_trainning_notes,73,ファン・ウミャン,bond
special_trainning_notes,74,スパイダー,special
special_trainning_notes,75,加治間水蓮,justice
special_trainning_notes,76,親泊永星,tension
special_trainning_notes,77,鉄山啓作,bond
special_trainning_notes,78,福島初志,rough
special_trainning_notes,79,陽炎千晶,special
special_trainning_notes,80,有海直央,rough
special_trainning_notes,81,石井清気,bond
special_trainning_notes,82,巨島祐一,tension
special_trainning_notes,83,城戸弥門,bond
special_trainning_notes,84,弘山誘,special
special_trainning_notes,85,兵藤雄平,justice
special_trainning_notes,86,稲田則,rough
special_trainning_notes,87,鉈十三,rough
special_trainning_notes,88,芹沢和憲,justice
special_trainning_notes,89,阿保露光,justice
special_trainning_notes,90,高杉晋太郎,bond
special_trainning_notes,91,姫島極,justice
special_trainning_notes,92,加賀裕太,tension
special_trainning_notes,93,伯林独,justice
special_trainning_notes,94,雪舟水墨,rough
special_trainning_notes,95,中尾祇晶,tension
special_trainning_notes,96,コ・ソンファン,justice
special_trainning_notes,97,中登邦三,special
special_trainning_notes,98,ビヨン・カイル,bond
special_trainning_notes,99,佐喜幸夫,rough
special_trainning_notes,100,雷豪光斗,special
special_trainning_notes,101,中崎庸,bond
special_trainning_notes,102,弾打推進,special
special_trainning_notes,103,雷轟レンカ,bond
special_trainning_notes,104,久遠冬花,counter
special_trainning_notes,105,宝禄礼無,bond
special_trainning_notes,106,矢嶋陽介,special
special_trainning_notes,107,マッチョス,tension
special_trainning_notes,108,権田岩子,bond
special_trainning_notes,109,藤木立彦,justice
special_trainning_notes,110,皆機戸富威,special
special_trainning_notes,111,蒲石常興,rough
special_trainning_notes,112,ジョニー・ガスコイン,tension
special_trainning_notes,113,ラッジ・パアラ,rough
special_trainning_notes,114,谷之浦和彦,special
special_trainning_notes,115,桂菊生,rough
special_trainning_notes,116,古川友,rough
special_trainning_notes,117,曹操,special
special_trainning_notes,118,末野紅,rough
special_trainning_notes,119,紫電戒,bond
special_trainning_notes,120,手魚激,bond
special_trainning_notes,121,向山恭吾,justice
special_trainning_notes,122,大鉄茂,bond
special_trainning_notes,123,三途渡,justice
special_trainning_notes,124,真下乏,tension
special_trainning_notes,125,柳田しげる,bond
special_trainning_notes,126,水淵無,justice
special_trainning_notes,127,黒野時夫,special
special_trainning_notes,128,福井咲平,tension
special_trainning_notes,129,堤広司,special
special_trainning_notes,130,土方歳,justice
special_trainning_notes,131,裁原正義,special
special_trainning_notes,132,勝又一輝,special
special_trainning_notes,133,沖縄清志,rough
special_trainning_notes,134,羅本昭二,special
special_trainning_notes,135,世田妙美,justice
special_trainning_notes,136,トルステン・ベルガー,counter
special_trainning_notes,137,エルナン・テベス,rough
special_trainning_notes,138,藤田純友,rough
special_trainning_notes,139,邦口左近,special
special_trainning_notes,140,楓野小道,counter
special_trainning_notes,141,ストロウ,special
special_trainning_notes,142,軽部目貞,rough
special_trainning_notes,143,神永アイ,tension
special_trainning_notes,144,宝禄礼無,bond
special_trainning_notes,145,氏木神酒丸,tension
special_trainning_notes,146,オードリー・コーエン,tension
special_trainning_notes,147,麻竺ジャン,tension
special_trainning_notes,148,大水群二洋,counter
special_trainning_notes,149,朽田紅十郎,special
special_trainning_notes,150,山本勘太,counter
special_trainning_notes,151,アスカ・ドモン,tension
special_trainning_notes,152,ハインリヒ・フリッツ,justice
special_trainning_notes,153,鹿毛姫呪理,counter
special_trainning_notes,154,美球丈雄,tension
special_trainning_notes,155,山内兼久,counter
special_trainning_notes,156,建森解,tension
special_trainning_notes,157,神野啓司,rough
special_trainning_notes,158,矢地伊久夫,bond
special_trainning_notes,159,石崎満,tension
special_trainning_notes,160,富士地洋,rough
special_trainning_notes,161,宗像大翔,justice
special_trainning_notes,162,声模索太,counter
special_trainning_notes,163,魚住拓人,bond
spike_shoes,1,中間庸,rough
spike_shoes,2,岸和田祭,rough
spike_shoes,3,ティグレ・メンデス,bond
spike_shoes,4,アリカ,bond
spike_shoes,5,ガンマ,rough
spike_shoes,6,根上大地,bond
spike_shoes,7,寺坂響,bond
spike_shoes,8,滝川一馬,rough
spike_shoes,9,水前寺馳威太,rough
spike_shoes,10,都築静,tension
spike_shoes,11,香芽レオン,special
spike_shoes,12,木乃伊魔美,tension
spike_shoes,13,人形幻,rough
spike_shoes,14,小手川練,rough
spike_shoes,15,茶木椎斗,tension
spike_shoes,16,世良一期,rough
spike_shoes,17,六甲嵐,bond
spike_shoes,18,赤城正馬,rough
spike_shoes,19,北原幸一,special
spike_shoes,20,霞野迅太,special
spike_shoes,21,中園康文,rough
spike_shoes,22,花山造,special
spike_shoes,23,七瀬昭治,counter
spike_shoes,24,宮坂了,tension
spike_shoes,25,宇那木養,special
spike_shoes,26,浦島無我,counter
spike_shoes,27,久慈孝彦,special
spike_shoes,28,園田三保,counter
spike_shoes,29,国立梅三郎,rough
spike_shoes,30,豊臣秀紀,counter
spike_shoes,31,山村明,bond
spike_shoes,32,観葉植,rough
spike_shoes,33,水仙稔基,special
spike_shoes,34,南場恋次,special
spike_shoes,35,小泉涼,counter
spike_shoes,36,川野めだか,special
spike_shoes,37,中間庸,tension
spike_shoes,38,埼玉礼央,tension
spike_shoes,39,浮島一人,justice
spike_shoes,40,森田英雄,counter
spike_shoes,41,大将拳,special
spike_shoes,42,今井扶樹,counter
spike_shoes,43,藤村刃,rough
spike_shoes,44,大丹羽魁士,special
spike_shoes,45,古文次元,tension
spike_shoes,46,地平広大,counter
spike_shoes,47,定良保,rough
spike_shoes,48,秋元聖,counter
spike_shoes,49,浪川花子,rough
spike_shoes,50,粟野夢加,tension
spike_shoes,51,真杉琴羽,tension
spike_shoes,52,見城彩希,special
spike_shoes,53,朝久保允彦,tension
spike_shoes,54,道原小夜,special
spike_shoes,55,真中成一,rough
spike_shoes,56,三輪星妃,special
spike_shoes,57,日笠和希,counter
spike_shoes,58,八十島音彩,justice
spike_shoes,59,船島紘通,tension
spike_shoes,60,浅井博視,counter
spike_shoes,61,三瀬芽理衣,tension
spike_shoes,62,本郷久美,tension
spike_shoes,63,細見咲枝里,rough
spike_shoes,64,ユスフ・ムハディ,rough
spike_shoes,65,宇都宮虎丸,counter
spike_shoes,66,涼野風介,rough
spike_shoes,67,セイド・アルマンド,counter
spike_shoes,68,ニック・ウッドゲート,counter
spike_shoes,69,イ・チョンユン,special
spike_shoes,70,サカマキ・トグロウ,counter
spike_shoes,71,ローラン・ペレク,counter
spike_shoes,72,オウル,special
spike_shoes,73,ウィンディ・ファスタ,justice
spike_shoes,74,アレサンドロ・ロッサ,rough
spike_shoes,75,ボルボレタ・バルボッサ,bond
spike_shoes,76,パブロ・カスティーヨ,rough
spike_shoes,77,ダビ・ペロキ,bond
spike_shoes,78,ビオレテ・アメティスタ,special
spike_shoes,79,小貫才次朗,counter
spike_shoes,80,ヨナス・ポラック,tension
spike_shoes,81,室生由市,special
spike_shoes,82,速星常彰,rough
spike_shoes,83,青剃頼也,special
spike_shoes,84,枚聞楽衣奈,tension
spike_shoes,85,天野快司,rough
spike_shoes,86,白幽漂,counter
spike_shoes,87,倉間典人,special
spike_shoes,88,古手川咲夫,counter
spike_shoes,89,高鴨房生,special
spike_shoes,90,松風天馬,bond
spike_shoes,91,施条真子,special
spike_shoes,92,伊佐平紀,special
spike_shoes,93,場里闘史,special
spike_shoes,94,滋園田平美,counter
spike_shoes,95,恋崎伊雄,rough
spike_shoes,96,遊海瑞,rough
spike_shoes,97,赤井トンボ,bond
spike_shoes,98,詩庵馳,rough
spike_shoes,99,有野緒美,rough
spike_shoes,100,黒暮肌市,rough
spike_shoes,101,閃田光之進,counter
spike_shoes,102,巽慎之助,counter
